Generation,GenRewMean,GenRewStd,GenLenMean,EvalGenRewardMean,EvalGenRewardStd,EvalGenLengthMean,EvalGenCount,EpisodesThisGen,EpisodesSoFar,TimestepsThisGen,TimestepsSoFar,UniqueWorkers,ResultsSkippedFrac,ObCount,TimeElapsedThisGen,TimeElapsed,TimePredictMin,TimePredictMax,TimePredictMean,TimePredictCount
271,415.30225,255.24573,1000.0,nan,nan,nan,0,10,3778,10000,2807103,4,0.4444444444444444,0,9.701530694961548,3219.701071023941,0.00046324729919433594,0.023148298263549805,0.0008616827487945557,10000
272,398.4002,228.30357,1000.0,586.7359,0.0,1000.0,1,10,3788,10000,2817103,4,0.4444444444444444,0,10.812603235244751,3230.5525557994843,0.00046443939208984375,0.025706768035888672,0.0008608189712871205,11000
273,459.80615,203.05093,1000.0,nan,nan,nan,0,10,3798,10000,2827103,4,0.4444444444444444,0,11.513627052307129,3242.0768270492554,0.00045037269592285156,0.025444746017456055,0.0008697413921356201,10000
274,461.5429,229.02643,1000.0,nan,nan,nan,0,10,3808,10000,2837103,4,0.4444444444444444,0,10.228348731994629,3252.3345153331757,0.0004596710205078125,0.02515697479248047,0.0008862590312957763,10000
275,375.38257,209.6608,1000.0,nan,nan,nan,0,10,3818,10000,2847103,4,0.4444444444444444,0,9.267348527908325,3261.6233401298523,0.0004563331604003906,0.026498794555664062,0.0008592580318450928,10000
276,513.0283,222.71025,1000.0,nan,nan,nan,0,10,3828,10000,2857103,4,0.4444444444444444,0,10.97219967842102,3272.624011516571,0.00045943260192871094,0.024085521697998047,0.0008699545383453369,10000
277,437.9959,242.60187,1000.0,nan,nan,nan,0,10,3838,10000,2867103,4,0.4444444444444444,0,10.808156967163086,3283.441540002823,0.0004634857177734375,0.02626204490661621,0.000866983962059021,10000
278,370.97662,301.95813,1000.0,nan,nan,nan,0,10,3848,10000,2877103,4,0.4444444444444444,0,10.66685676574707,3294.1292572021484,0.00045299530029296875,0.027557849884033203,0.0008665740251541138,10000
279,401.10663,264.63513,1000.0,nan,nan,nan,0,10,3858,10000,2887103,4,0.4444444444444444,0,9.686724662780762,3303.8384261131287,0.00046253204345703125,0.02377605438232422,0.0008712867498397827,10000
280,494.94318,124.656425,1000.0,nan,nan,nan,0,10,3868,10000,2897103,4,0.4444444444444444,0,9.769467830657959,3313.6193075180054,0.00047135353088378906,0.02508544921875,0.0008674361944198608,10000
281,400.1928,134.75815,1000.0,nan,nan,nan,0,10,3878,10000,2907103,4,0.4444444444444444,0,11.717786312103271,3325.3479504585266,0.0003941059112548828,0.024762630462646484,0.0008729272842407227,10000
282,485.08527,230.12508,1000.0,nan,nan,nan,0,10,3888,10000,2917103,4,0.4444444444444444,0,10.729507207870483,3336.1012558937073,0.0004639625549316406,0.03077840805053711,0.0008780426740646362,10000
283,380.0462,149.92316,1000.0,nan,nan,nan,0,10,3898,10000,2927103,4,0.4444444444444444,0,9.326749563217163,3345.4386434555054,0.0004622936248779297,0.02520155906677246,0.0008732686758041382,10000
284,576.18207,190.56332,1000.0,nan,nan,nan,0,10,3908,10000,2937103,4,0.4444444444444444,0,10.372889280319214,3355.8225481510162,0.00046825408935546875,0.025654315948486328,0.0009016976356506348,10000
285,436.37338,152.50984,1000.0,nan,nan,nan,0,10,3918,10000,2947103,4,0.4444444444444444,0,11.826632499694824,3367.6743972301483,0.0004360675811767578,0.024167776107788086,0.0009069394111633301,10000
286,499.0128,147.2988,1000.0,nan,nan,nan,0,10,3928,10000,2957103,4,0.4444444444444444,1000.0,10.30398941040039,3378.015658378601,0.00045490264892578125,0.023366689682006836,0.0008857947111129761,10000
287,345.18018,223.50636,931.9166666666666,nan,nan,nan,0,12,3940,11183,2968286,4,0.4,0,12.338051557540894,3390.3635289669037,0.0004558563232421875,0.02811574935913086,0.001029248230361154,11183
288,480.37082,261.2817,959.8333333333334,nan,nan,nan,0,12,3952,11518,2979804,4,0.4,0,12.042831420898438,3402.4612493515015,0.0004565715789794922,0.0236208438873291,0.0008669313322154365,11518
289,387.85855,265.6323,1000.0,nan,nan,nan,0,10,3962,10000,2989804,4,0.4444444444444444,0,10.972023725509644,3413.447862625122,0.0004630088806152344,0.025817155838012695,0.0008923702716827392,10000
290,416.85117,266.2901,1000.0,nan,nan,nan,0,10,3972,10000,2999804,4,0.4444444444444444,0,10.144865989685059,3423.603734970093,0.0004661083221435547,0.023622989654541016,0.0008794012069702149,10000
291,672.2706,91.69337,1000.0,nan,nan,nan,0,10,3982,10000,3009804,4,0.4444444444444444,0,9.742496967315674,3433.36554813385,0.00045752525329589844,0.029566526412963867,0.0008794297933578491,10000
292,442.57892,158.3094,1000.0,nan,nan,nan,0,10,3992,10000,3019804,4,0.4444444444444444,0,11.432809829711914,3444.844337940216,0.00044918060302734375,0.026264667510986328,0.0008784533023834228,10000
293,386.56686,220.92088,1000.0,nan,nan,nan,0,10,4002,10000,3029804,4,0.4444444444444444,0,10.694088459014893,3455.548053741455,0.0004622936248779297,0.02351546287536621,0.000843700647354126,10000
294,534.57916,153.57016,1000.0,nan,nan,nan,0,10,4012,10000,3039804,4,0.4444444444444444,0,10.244919300079346,3465.806493997574,0.00045013427734375,0.02362537384033203,0.0008706486940383911,10000
295,403.46008,238.2195,1000.0,nan,nan,nan,0,10,4022,10000,3049804,4,0.4444444444444444,0,9.957578897476196,3475.774265050888,0.00046253204345703125,0.024935245513916016,0.0008961932420730591,10000
296,392.84677,251.76059,1000.0,nan,nan,nan,0,10,4032,10000,3059804,4,0.4444444444444444,0,11.275169372558594,3487.0611073970795,0.0004603862762451172,0.022839784622192383,0.0008746487855911255,10000
297,495.75253,244.42319,1000.0,nan,nan,nan,0,10,4042,10000,3069804,4,0.4444444444444444,0,10.856968879699707,3497.927613735199,0.00045680999755859375,0.024570226669311523,0.0008643750905990601,10000
298,502.0861,283.6345,931.0833333333334,nan,nan,nan,0,12,4054,11173,3080977,4,0.4,0,10.332074165344238,3508.269404888153,0.0004532337188720703,0.028371095657348633,0.00087153622449634,11173
299,332.27814,224.40486,1000.0,nan,nan,nan,0,10,4064,10000,3090977,4,0.4444444444444444,0,9.610321521759033,3517.906012773514,0.0004706382751464844,0.025746822357177734,0.0008737892150878907,10000
300,460.56534,244.14026,1000.0,nan,nan,nan,0,10,4074,10000,3100977,4,0.4444444444444444,0,12.601840734481812,3530.528519153595,0.00046253204345703125,0.024905681610107422,0.0008946971654891967,10000
301,432.60382,154.99223,1000.0,nan,nan,nan,0,10,4084,10000,3110977,4,0.4444444444444444,0,10.23503303527832,3540.802946805954,0.0004639625549316406,0.02330756187438965,0.0008748950958251953,10000
302,491.25424,135.58049,1000.0,nan,nan,nan,0,10,4094,10000,3120977,4,0.4444444444444444,0,9.640273809432983,3550.4686150550842,0.0004665851593017578,0.0262753963470459,0.0008712055921554565,10000
303,519.80817,217.94908,1000.0,nan,nan,nan,0,10,4104,10000,3130977,4,0.4444444444444444,0,9.562478065490723,3560.054401397705,0.0004298686981201172,0.025324344635009766,0.0008626275539398193,10000
304,451.69537,160.21744,1000.0,nan,nan,nan,0,10,4114,10000,3140977,4,0.4444444444444444,0,11.81295132637024,3571.8776457309723,0.0004494190216064453,0.024779319763183594,0.0008795446872711182,10000
305,465.0228,209.07242,1000.0,nan,nan,nan,0,10,4124,10000,3150977,4,0.4444444444444444,0,9.677994966506958,3581.5890851020813,0.0004456043243408203,0.023738861083984375,0.0008856232643127441,10000
306,529.10284,193.11414,1000.0,nan,nan,nan,0,10,4134,10000,3160977,4,0.4444444444444444,0,10.482300758361816,3592.0989985466003,0.0004589557647705078,0.028614044189453125,0.0008817962646484375,10000
307,514.72437,189.04243,1000.0,nan,nan,nan,0,10,4144,10000,3170977,4,0.4444444444444444,0,10.588880062103271,3602.701853990555,0.0004665851593017578,0.023867368698120117,0.0008752451181411743,10000
308,477.69238,155.89874,1000.0,nan,nan,nan,0,10,4154,10000,3180977,4,0.4444444444444444,0,10.869140386581421,3613.5929095745087,0.0004665851593017578,0.025750398635864258,0.0008678788185119628,10000
309,426.90717,174.39732,1000.0,nan,nan,nan,0,10,4164,10000,3190977,4,0.4444444444444444,1000.0,10.324329137802124,3623.9442677497864,0.0004677772521972656,0.023734092712402344,0.0008583970308303833,10000
310,360.7471,252.26328,1000.0,nan,nan,nan,0,10,4174,10000,3200977,4,0.4444444444444444,0,10.311920642852783,3634.266543865204,0.00046706199645996094,0.02364945411682129,0.0008654970645904541,10000
311,475.30356,224.2626,947.5833333333334,nan,nan,nan,0,12,4186,11371,3212348,4,0.4,0,11.999282121658325,3646.2889335155487,0.0004379749298095703,0.023764610290527344,0.0008733482644317039,11371
312,478.4855,214.1789,1000.0,nan,nan,nan,0,10,4196,10000,3222348,4,0.4444444444444444,1000.0,10.684333562850952,3656.993724822998,0.00045680999755859375,0.02490234375,0.0008725292682647705,10000
313,463.95477,172.63425,1000.0,nan,nan,nan,0,10,4206,10000,3232348,4,0.4444444444444444,0,9.648837566375732,3666.651916027069,0.00045609474182128906,0.023726224899291992,0.0008930627346038819,10000
314,577.65594,157.4947,1000.0,nan,nan,nan,0,10,4216,10000,3242348,4,0.4444444444444444,0,9.642911672592163,3676.3184957504272,0.0004677772521972656,0.024134397506713867,0.0008651987791061401,10000
315,395.5375,243.9915,1000.0,nan,nan,nan,0,10,4226,10000,3252348,4,0.4444444444444444,0,12.961889743804932,3689.294897079468,0.0004620552062988281,0.023535728454589844,0.0009169459581375122,10000
316,354.48383,291.52884,1000.0,nan,nan,nan,0,10,4236,10000,3262348,4,0.4444444444444444,1000.0,11.473992586135864,3700.795277118683,0.00043702125549316406,0.025513648986816406,0.0008774725437164306,10000
317,343.5197,200.74895,1000.0,nan,nan,nan,0,10,4246,10000,3272348,4,0.4444444444444444,0,9.989030599594116,3710.808699131012,0.0004658699035644531,0.025102615356445312,0.000861696195602417,10000
318,399.48578,315.06445,1000.0,nan,nan,nan,0,10,4256,10000,3282348,4,0.4444444444444444,0,9.726460218429565,3720.5550599098206,0.0004630088806152344,0.04295611381530762,0.0008686712980270386,10000
319,583.89996,293.3164,1000.0,nan,nan,nan,0,10,4266,10000,3292348,4,0.4444444444444444,0,11.726953983306885,3732.301395893097,0.00046515464782714844,0.02526545524597168,0.0008879139184951782,10000
320,501.95868,214.27486,1000.0,nan,nan,nan,0,10,4276,10000,3302348,4,0.4444444444444444,0,10.712846517562866,3743.024042367935,0.0004596710205078125,0.026494503021240234,0.0008622506141662598,10000
321,535.7667,183.33997,1000.0,nan,nan,nan,0,10,4286,10000,3312348,4,0.4444444444444444,0,9.628138065338135,3752.6620903015137,0.00046062469482421875,0.026253938674926758,0.0008719491958618164,10000
322,482.4044,289.7337,1000.0,nan,nan,nan,0,10,4296,10000,3322348,4,0.4444444444444444,1000.0,10.574438333511353,3763.2620129585266,0.000461578369140625,0.025617122650146484,0.0008830211400985717,10000
323,571.0546,219.62756,970.6666666666666,nan,nan,nan,0,12,4308,11648,3333996,4,0.4,1000.0,12.536686658859253,3775.818313598633,0.0004601478576660156,0.024113893508911133,0.0008684806321020965,11648
324,439.21307,159.56302,1000.0,nan,nan,nan,0,10,4318,10000,3343996,4,0.4444444444444444,0,9.45070195198059,3785.2893302440643,0.00046443939208984375,0.02711772918701172,0.0008748672723770142,10000
325,525.2974,251.75699,970.9166666666666,nan,nan,nan,0,12,4330,11651,3355647,4,0.4,0,11.612491369247437,3796.914743423462,0.0004687309265136719,0.02347278594970703,0.0008625149491539064,11651
326,541.9246,334.3974,1000.0,nan,nan,nan,0,10,4340,10000,3365647,4,0.4444444444444444,0,11.104114770889282,3808.042950630188,0.00046515464782714844,0.024510622024536133,0.000878506326675415,10000
327,430.11652,142.85817,1000.0,nan,nan,nan,0,10,4350,10000,3375647,4,0.4444444444444444,0,9.867975234985352,3817.9379065036774,0.0004603862762451172,0.025521278381347656,0.0008571226119995117,10000
328,558.79016,207.68352,1000.0,nan,nan,nan,0,10,4360,10000,3385647,4,0.4444444444444444,0,9.975071430206299,3827.942855834961,0.0004642009735107422,0.02600693702697754,0.0008624350547790528,10000
329,527.0279,218.36572,1000.0,nan,nan,nan,0,10,4370,10000,3395647,4,0.4444444444444444,0,11.445853471755981,3839.4208958148956,0.00044465065002441406,0.026360511779785156,0.0009101172208786011,10000
330,502.7354,146.27332,1000.0,nan,nan,nan,0,10,4380,10000,3405647,4,0.4444444444444444,0,9.41043496131897,3848.859874010086,0.00046181678771972656,0.023063182830810547,0.0008836697101593017,10000
331,482.83072,258.14273,1000.0,nan,nan,nan,0,10,4390,10000,3415647,4,0.4444444444444444,0,10.563446521759033,3859.453381061554,0.0004246234893798828,0.02640080451965332,0.0008680524587631226,10000
332,423.62793,211.0508,933.5833333333334,nan,nan,nan,0,12,4402,11203,3426850,4,0.4,0,12.652745485305786,3872.115074634552,0.0004658699035644531,0.026325225830078125,0.0008793781242721327,11203
333,556.05884,158.76573,1000.0,nan,nan,nan,0,10,4412,10000,3436850,4,0.5,0,10.311428785324097,3882.4393005371094,0.0004489421844482422,0.023630142211914062,0.0008728250741958618,10000
334,575.00085,101.651566,1000.0,nan,nan,nan,0,10,4422,10000,3446850,4,0.4444444444444444,0,14.484530687332153,3896.9529597759247,0.00045609474182128906,0.08810710906982422,0.0014436875104904174,10000
335,326.92917,280.8485,1000.0,nan,nan,nan,0,10,4432,10000,3456850,4,0.4444444444444444,1000.0,16.481032371520996,3913.4730353355408,0.00044083595275878906,0.04359722137451172,0.0016489928483963013,10000
336,473.12128,291.0953,1000.0,nan,nan,nan,0,10,4442,10000,3466850,4,0.4444444444444444,0,15.511468887329102,3929.0117576122284,0.0003952980041503906,0.0566713809967041,0.0016947062492370605,10000
337,568.39905,333.44727,1000.0,nan,nan,nan,0,10,4452,10000,3476850,4,0.4444444444444444,0,14.078247547149658,3943.1258461475372,0.0004534721374511719,0.04435420036315918,0.0015797831296920776,10000
338,607.5345,179.99117,1000.0,nan,nan,nan,0,10,4462,10000,3486850,4,0.4444444444444444,0,25.425564765930176,3968.5680639743805,0.0004756450653076172,0.05833125114440918,0.0022470191955566406,10000
339,454.7317,342.6313,1000.0,nan,nan,nan,0,10,4472,10000,3496850,4,0.4444444444444444,0,23.41622519493103,3992.034458398819,0.0004780292510986328,0.07498550415039062,0.002177542591094971,10000
340,543.23,208.5707,1000.0,nan,nan,nan,0,10,4482,10000,3506850,4,0.4444444444444444,0,10.073067665100098,4002.117616415024,0.00045871734619140625,0.025892019271850586,0.0008964892625808715,10000
341,499.5656,178.03499,1000.0,nan,nan,nan,0,10,4492,10000,3516850,4,0.4444444444444444,0,10.008573770523071,4012.139409303665,0.0004696846008300781,0.023389577865600586,0.0008606728553771973,10000
342,362.09033,210.42325,1000.0,nan,nan,nan,0,10,4502,10000,3526850,4,0.4444444444444444,0,10.76591181755066,4022.9218459129333,0.000469207763671875,0.024489164352416992,0.0008570703983306885,10000
343,449.74014,202.15875,1000.0,nan,nan,nan,0,10,4512,10000,3536850,4,0.4444444444444444,0,11.428338050842285,4034.366048812866,0.0004551410675048828,0.027118921279907227,0.0008756888628005981,10000
344,520.2637,208.93288,1000.0,nan,nan,nan,0,10,4522,10000,3546850,4,0.4444444444444444,0,9.457090139389038,4043.8386113643646,0.00045108795166015625,0.027065515518188477,0.0008771830320358277,10000
345,427.837,221.61945,1000.0,nan,nan,nan,0,10,4532,10000,3556850,4,0.4444444444444444,0,10.196411848068237,4054.047345638275,0.0004620552062988281,0.025638103485107422,0.0008674158811569214,10000
346,574.9277,153.39966,1000.0,nan,nan,nan,0,10,4542,10000,3566850,4,0.4444444444444444,0,10.853858232498169,4064.9215004444122,0.0004668235778808594,0.025130510330200195,0.0008661796569824218,10000
347,480.10342,305.09113,1000.0,nan,nan,nan,0,10,4552,10000,3576850,4,0.4444444444444444,0,11.234134435653687,4076.166746854782,0.00046372413635253906,0.02341771125793457,0.0008883906126022339,10000
348,464.78204,173.3335,1000.0,nan,nan,nan,0,10,4562,10000,3586850,4,0.4444444444444444,1000.0,9.670449495315552,4085.8477227687836,0.0004570484161376953,0.024919509887695312,0.0008657668828964233,10000
349,489.7418,120.72722,1000.0,nan,nan,nan,0,10,4572,10000,3596850,4,0.4444444444444444,0,9.902411222457886,4095.7745225429535,0.0004642009735107422,0.02902984619140625,0.0008736522912979126,10000
350,383.0696,278.5248,1000.0,nan,nan,nan,0,10,4582,10000,3606850,4,0.4444444444444444,0,11.398681640625,4107.194502830505,0.0004639625549316406,0.03188586235046387,0.0008413949966430664,10000
351,372.12485,222.98224,984.4166666666666,nan,nan,nan,0,12,4594,11813,3618663,4,0.4,0,11.146875858306885,4118.354693889618,0.0004627704620361328,0.02336430549621582,0.0008688809192928404,11813
352,605.25604,134.58464,1000.0,nan,nan,nan,0,10,4604,10000,3628663,4,0.4444444444444444,0,9.355318784713745,4127.722201824188,0.00046825408935546875,0.023787975311279297,0.0007708901882171631,10000
353,526.74255,208.46956,1000.0,nan,nan,nan,0,10,4614,10000,3638663,4,0.4444444444444444,0,9.996827602386475,4137.744727611542,0.0004596710205078125,0.02543020248413086,0.0008783525228500366,10000
354,521.1546,322.5923,1000.0,nan,nan,nan,0,10,4624,10000,3648663,4,0.4444444444444444,1000.0,10.53108549118042,4148.298390626907,0.00046896934509277344,0.025429725646972656,0.0008835119962692261,10000
355,480.425,197.43921,1000.0,nan,nan,nan,0,10,4634,10000,3658663,4,0.4444444444444444,0,12.97067379951477,4161.301246404648,0.00047588348388671875,0.024222135543823242,0.0011543734550476074,10000
356,442.11386,246.82805,1000.0,nan,nan,nan,0,10,4644,10000,3668663,4,0.4444444444444444,0,12.772427558898926,4174.0963678359985,0.0004649162292480469,0.03505444526672363,0.0009358544111251831,10000
357,575.03436,187.5543,1000.0,nan,nan,nan,0,10,4654,10000,3678663,4,0.4444444444444444,0,19.67385745048523,4193.781693458557,0.00047326087951660156,0.06328821182250977,0.002156843972206116,10000
358,558.247,274.28662,987.0833333333334,nan,nan,nan,0,12,4666,11845,3690508,4,0.4,0,15.688935995101929,4209.4804401397705,0.00045800209045410156,0.04875493049621582,0.0010874265153078954,11845
359,555.611,171.14725,1000.0,nan,nan,nan,0,10,4676,10000,3700508,4,0.4444444444444444,0,13.778506755828857,4223.287377357483,0.0004634857177734375,0.05456137657165527,0.0011652473449707032,10000
360,392.608,200.1521,1000.0,nan,nan,nan,0,10,4686,10000,3710508,4,0.4444444444444444,0,11.884232997894287,4235.196140050888,0.0004706382751464844,0.12088608741760254,0.0010072468996047974,10000
361,451.8375,218.13666,1000.0,nan,nan,nan,0,10,4696,10000,3720508,4,0.4444444444444444,0,11.684319972991943,4246.891201019287,0.0004730224609375,0.0433354377746582,0.001023366093635559,10000
362,553.6376,237.5726,1000.0,nan,nan,nan,0,10,4706,10000,3730508,4,0.4444444444444444,0,12.862444400787354,4259.767831802368,0.0004394054412841797,0.025177001953125,0.0011594128847122191,10000
363,586.07117,211.7429,1000.0,nan,nan,nan,0,10,4716,10000,3740508,4,0.4444444444444444,0,10.320859670639038,4270.0995037555695,0.00046062469482421875,0.026189088821411133,0.0009381260871887207,10000
364,505.89722,165.71207,1000.0,nan,nan,nan,0,10,4726,10000,3750508,4,0.4444444444444444,0,10.21620798110962,4280.34366774559,0.0004673004150390625,0.058361053466796875,0.0008861775875091553,10000
365,519.60565,227.18489,1000.0,nan,nan,nan,0,10,4736,10000,3760508,4,0.4444444444444444,1000.0,11.201805591583252,4291.55660033226,0.000469207763671875,0.023822307586669922,0.0009891820192337035,10000
366,458.47745,219.82126,1000.0,nan,nan,nan,0,10,4746,10000,3770508,4,0.4444444444444444,0,11.881098508834839,4303.460105895996,0.00047087669372558594,0.02907848358154297,0.0009635368347167968,10000
367,416.3244,276.96835,1000.0,nan,nan,nan,0,10,4756,10000,3780508,4,0.4444444444444444,0,11.132412195205688,4314.613659620285,0.00046443939208984375,0.024297237396240234,0.0009911730289459228,10000
368,626.70953,246.95937,1000.0,nan,nan,nan,0,10,4766,10000,3790508,4,0.4444444444444444,1000.0,12.93906044960022,4327.574629306793,0.0004775524139404297,0.02388143539428711,0.0013005130290985108,10000
369,604.0464,278.87463,918.9166666666666,nan,nan,nan,0,12,4778,11027,3801535,4,0.4,0,17.32334613800049,4344.931773900986,0.0004608631134033203,0.08987140655517578,0.0010692188527238783,11027
370,445.50766,253.12653,1000.0,nan,nan,nan,0,10,4788,10000,3811535,4,0.4444444444444444,0,12.972645998001099,4357.922935724258,0.00042939186096191406,0.024250268936157227,0.001097908854484558,10000
371,362.58514,274.8481,1000.0,nan,nan,nan,0,10,4798,10000,3821535,4,0.4444444444444444,0,9.966103792190552,4367.918256521225,0.0004591941833496094,0.02638697624206543,0.0009142121553421021,10000
372,588.2472,149.47922,1000.0,nan,nan,nan,0,10,4808,10000,3831535,4,0.4444444444444444,0,13.902491807937622,4381.834085941315,0.00047659873962402344,0.043274641036987305,0.0011188536882400513,10000
373,618.55237,290.32684,1000.0,nan,nan,nan,0,10,4818,10000,3841535,4,0.4444444444444444,0,13.202081441879272,4395.056879997253,0.0004756450653076172,0.0346834659576416,0.0013682721614837647,10000
374,579.2665,204.42992,1000.0,nan,nan,nan,0,10,4828,10000,3851535,4,0.4444444444444444,0,15.076430559158325,4410.144107341766,0.0004680156707763672,0.03933906555175781,0.0012142983198165894,10000
375,537.9613,163.49411,1000.0,nan,nan,nan,0,10,4838,10000,3861535,4,0.4444444444444444,1000.0,13.215501308441162,4423.374198436737,0.0004684925079345703,0.024517059326171875,0.0015307085752487182,10000
376,540.9014,180.3106,1000.0,nan,nan,nan,0,10,4848,10000,3871535,4,0.4444444444444444,0,13.593303442001343,4436.98007273674,0.0004703998565673828,0.03307819366455078,0.0010106022834777831,10000
377,459.61212,202.55573,1000.0,nan,nan,nan,0,10,4858,10000,3881535,4,0.4444444444444444,0,11.055250644683838,4448.0511219501495,0.0004696846008300781,0.02581644058227539,0.0010373287677764892,10000
378,638.5389,136.18538,1000.0,nan,nan,nan,0,10,4868,10000,3891535,4,0.4444444444444444,0,14.324124336242676,4462.386740446091,0.0004413127899169922,0.07416701316833496,0.0010956419229507445,10000
379,629.87604,168.73814,1000.0,nan,nan,nan,0,10,4878,10000,3901535,4,0.4444444444444444,0,11.244736433029175,4473.642766237259,0.000476837158203125,0.032454490661621094,0.0011180198192596435,10000
380,560.0393,252.60744,1000.0,nan,nan,nan,0,10,4888,10000,3911535,4,0.4444444444444444,0,12.142877101898193,4485.826713562012,0.00048065185546875,0.03193926811218262,0.0009482804536819458,10000
381,688.3752,140.32776,1000.0,nan,nan,nan,0,10,4898,10000,3921535,4,0.4444444444444444,0,10.906110763549805,4496.745214700699,0.0004673004150390625,0.025450944900512695,0.0009789930582046508,10000
382,633.0493,201.39476,1000.0,nan,nan,nan,0,10,4908,10000,3931535,4,0.4444444444444444,0,11.630390167236328,4508.394694328308,0.0004642009735107422,0.025412797927856445,0.001091040253639221,10000
383,613.61096,196.31268,1000.0,nan,nan,nan,0,10,4918,10000,3941535,4,0.4444444444444444,0,12.142979621887207,4520.5502643585205,0.0004658699035644531,0.02384209632873535,0.0011811513662338257,10000
384,501.79068,221.38458,937.0833333333334,nan,nan,nan,0,12,4930,11245,3952780,4,0.4,0,12.730788230895996,4533.310089349747,0.0004706382751464844,0.027153491973876953,0.0009981532794414705,11245
385,497.01617,214.19125,1000.0,nan,nan,nan,0,10,4940,10000,3962780,4,0.4444444444444444,0,12.951067209243774,4546.280092000961,0.00045943260192871094,0.02395915985107422,0.0010750873804092407,10000
386,572.1808,182.24974,1000.0,nan,nan,nan,0,10,4950,10000,3972780,4,0.4444444444444444,0,10.598143100738525,4556.89798283577,0.0004706382751464844,0.025981903076171875,0.0009975282192230225,10000
387,600.12726,261.82568,1000.0,nan,nan,nan,0,10,4960,10000,3982780,4,0.4444444444444444,0,11.14497971534729,4568.076308488846,0.00046896934509277344,0.024933338165283203,0.0010477707386016845,10000
388,483.22675,294.52756,1000.0,nan,nan,nan,0,10,4970,10000,3992780,4,0.4444444444444444,0,13.626407623291016,4581.729471921921,0.0004513263702392578,0.026357173919677734,0.0010538477897644044,10000
389,587.54266,207.25421,1000.0,nan,nan,nan,0,10,4980,10000,4002780,4,0.4444444444444444,0,15.007606983184814,4596.77531504631,0.0004830360412597656,0.05584263801574707,0.001360145378112793,10000
390,605.2878,200.50262,1000.0,nan,nan,nan,0,10,4990,10000,4012780,4,0.4444444444444444,0,12.545159578323364,4609.350125074387,0.00046539306640625,0.025660037994384766,0.0011619976282119752,10000
391,443.316,247.36537,1000.0,nan,nan,nan,0,10,5000,10000,4022780,4,0.4444444444444444,1000.0,10.978829622268677,4620.363637685776,0.000492095947265625,0.030762195587158203,0.0010006491899490356,10000
392,588.8882,235.58606,1000.0,nan,nan,nan,0,10,5010,10000,4032780,4,0.4444444444444444,0,12.7987060546875,4633.183404922485,0.0004940032958984375,0.02644634246826172,0.000981458830833435,10000
393,578.0883,222.45961,1000.0,nan,nan,nan,0,10,5020,10000,4042780,4,0.4444444444444444,0,12.772155523300171,4645.988148927689,0.00048732757568359375,0.025388002395629883,0.0010784473657608033,10000
394,540.9208,282.67255,1000.0,nan,nan,nan,0,10,5030,10000,4052780,4,0.4444444444444444,0,11.850169658660889,4657.872966766357,0.0004787445068359375,0.02924036979675293,0.001065966820716858,10000
395,456.66327,218.20508,1000.0,nan,nan,nan,0,10,5040,10000,4062780,4,0.4444444444444444,0,11.027019262313843,4668.914512395859,0.0004856586456298828,0.024502038955688477,0.000988527226448059,10000
396,532.4591,279.16586,1000.0,nan,nan,nan,0,10,5050,10000,4072780,4,0.4444444444444444,1000.0,13.256598949432373,4682.188797235489,0.00048613548278808594,0.02662944793701172,0.0010079981803894043,10000
397,508.6893,225.87846,1000.0,nan,nan,nan,0,10,5060,10000,4082780,4,0.4444444444444444,0,13.144378185272217,4695.356842517853,0.0004642009735107422,0.034673213958740234,0.001141587519645691,10000
398,625.769,286.757,1000.0,nan,nan,nan,0,10,5070,10000,4092780,4,0.4444444444444444,0,12.366170406341553,4707.756938695908,0.0004696846008300781,0.028562068939208984,0.0013671451807022094,10000
399,447.88345,239.9244,1000.0,nan,nan,nan,0,10,5080,10000,4102780,4,0.375,0,9.58489179611206,4717.3559510707855,0.0004429817199707031,0.024440765380859375,0.0008871277332305909,10000
400,448.4498,151.74593,1000.0,nan,nan,nan,0,10,5090,10000,4112780,4,0.4444444444444444,0,10.542060136795044,4727.91267991066,0.0004677772521972656,0.026385068893432617,0.0008734866619110107,10000
401,676.0445,232.30515,1000.0,nan,nan,nan,0,10,5100,10000,4122780,4,0.4444444444444444,0,12.160640478134155,4740.085931777954,0.0004677772521972656,0.024396896362304688,0.0008837946653366089,10000
402,642.2013,278.7244,1000.0,nan,nan,nan,0,10,5110,10000,4132780,4,0.4444444444444444,0,9.63631558418274,4749.744722366333,0.0004649162292480469,0.029160499572753906,0.0008870874404907226,10000
403,560.3479,290.1782,1000.0,nan,nan,nan,0,10,5120,10000,4142780,4,0.4444444444444444,0,9.613011360168457,4759.378308296204,0.0004627704620361328,0.02579498291015625,0.000879474949836731,10000
404,734.6715,164.98222,1000.0,nan,nan,nan,0,10,5130,10000,4152780,4,0.4444444444444444,0,10.91195797920227,4770.323873281479,0.0004603862762451172,0.02439713478088379,0.0008703657627105712,10000
405,680.2809,200.44472,1000.0,nan,nan,nan,0,10,5140,10000,4162780,4,0.4444444444444444,0,11.35856556892395,4781.694269180298,0.0004668235778808594,0.025069236755371094,0.0008230063199996949,10000
406,712.21515,192.7218,1000.0,nan,nan,nan,0,10,5150,10000,4172780,4,0.4444444444444444,0,10.205431938171387,4791.917864561081,0.00046539306640625,0.026520729064941406,0.000883147382736206,10000
